"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,"Total
Threads","Total
Memory (GB)","ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle","Result
(Overall ssj_ops/watt)"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
IBM Corporation,"IBM System x3550 M2
Nov 18, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"530,326",180,65.8,"2,018"
IBM Corporation,"IBM System x3200 M3
Nov 18, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"314,803",115,45.4,"2,057"
IBM Corporation,"IBM System x3250 M3
Nov 18, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"313,804",113,41.6,"2,098"
IBM Corporation,"IBM System x3400 M2
Dec 2, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon E5540,2533,2,8,16,8,"553,807",218,67,"1,865"
IBM Corporation,"IBM System x iDataPlex dx360 M3
IBM iDataPlex 2U Flex chassis
Apr 7, 2010 | HTML | Text",2,IBM Corporation,Intel Xeon X5670,2933,4,24,48,24,"1,800,052",475,101,"3,038"
IBM Corporation,"IBM System x3400 M3
Apr 7, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"917,430",258,69.2,"2,660"
IBM Corporation,"IBM System x3650 M3
Apr 7, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"922,152",238,66.3,"2,927"
IBM Corporation,"IBM System x3550 M3
Apr 7, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"912,178",247,66,"2,843"
IBM Corporation,"IBM System x iDataPlex dx360 M3
IBM iDataPlex 2U Flex chassis
Jun 2, 2010 | HTML | Text",2,IBM Corporation,Intel Xeon L5640,2267,4,24,48,24,"1,471,188",341,92.7,"3,159"
IBM Corporation,"System x3620 M3
Jul 6, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"910,529",236,64,"2,916"
IBM Corporation,"System x3630 M3
Sep 22, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"906,596",259,84.6,"2,550"
IBM Corporation,"System x3200 M3
Oct 20, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"323,190",119,45,"2,154"
IBM Corporation,"System x3250 M3
Oct 20, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"320,730",113,42.3,"2,215"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
IBM Corporation,"IBM System x3620 M3
Mar 2, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,"932,916",231,63.9,"3,039"
IBM Corporation,"System x3630 M3
Mar 2, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,"928,920",251,80.2,"2,722"
IBM Corporation,"IBM System x3400 M3
Mar 9, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,"928,859",246,63.2,"2,891"
IBM Corporation,"IBM System x3650 M3
Apr 20, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,"889,012",218,56.1,"3,152"
IBM Corporation,"IBM System x3550 M3
Apr 20, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,"890,651",222,58.4,"3,093"
IBM Corporation,"IBM System x3755 M3
Nov 30, 2011 | HTML | Text",1,IBM Corporation,AMD Opteron 6276 (2.30 GHz),2300,4,64,64,64,"2,242,893",580,122,"2,968"
IBM Corporation,"IBM System x3550 M4
Mar 21, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,NC,NC,NC,NC
IBM Corporation,"IBM System x3650 M4
Mar 21, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,NC,NC,NC,NC
IBM Corporation,"IBM System x3500 M4
Mar 21, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2680,2700,2,16,32,24,"1,426,130",247,56.6,"4,708"
IBM Corporation,"IBM System x iDataPlex dx360 M4
iDataPlex dx360 M4 2U Chassis
Mar 22, 2012 | HTML | Text",2,IBM Corporation,Intel Xeon E5-2660,2200,4,32,64,48,"2,422,142",379,96.5,"5,043"
IBM Corporation,"IBM System x3650 M4
Aug 22, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,204,440",196,56.1,"4,661"
IBM Corporation,"IBM System x3550 M4
Aug 22, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,16,"1,169,290",190,56.5,"4,662"
IBM Corporation,"IBM System x3300 M4
Aug 22, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,"1,460,149",259,52.1,"5,122"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
IBM Corporation,"IBM Flex System x440 Compute Node
IBM Flex System Enterprise Chassis
Oct 17, 2012 | HTML | Text",7,IBM Corporation,Intel Xeon E5-4640 (Intel Turbo Boost Technology up to 2.80 GHz),2400,28,224,448,336,"18,948,103","3,331",812,"4,847"
IBM Corporation,"IBM System x iDataPlex dx360 M4
iDataPlex dx360 M4 2U Chassis
Oct 31, 2012 | HTML | Text",2,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,4,32,64,48,"2,899,364",507,99.1,"5,392"
IBM Corporation,"IBM System x3650 M4
Oct 31, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,"1,450,305",262,57.2,"5,054"
IBM Corporation,"IBM System x3500 M4
Oct 31, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,"1,459,934",256,57.3,"5,108"
IBM Corporation,"IBM System x3550 M4
Oct 31, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,"1,452,648",265,60.6,"4,953"
IBM Corporation,"IBM System x3300 M4
Nov 14, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,"1,482,687",260,50.8,"5,418"
IBM Corporation,"IBM System x3530 M4
Nov 14, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,"1,463,219",274,62.6,"5,006"
IBM Corporation,"IBM System x3630 M4
Nov 14, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,"1,461,469",269,58.1,"5,117"
IBM Corporation,"IBM NeXtScale nx360 M4
IBM NeXtScale n1200 Enclosure
Oct 2, 2013 | HTML | Text",12,IBM Corporation,Intel Xeon E5-2660 v2,2200,24,240,480,288,NC,NC,NC,NC
IBM Corporation,"IBM System x3650 M4
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,64,NC,NC,NC,NC
IBM Corporation,"IBM System x3500 M4
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,32,NC,NC,NC,NC
IBM Corporation,"IBM System x iDataPlex dx360 M4
iDataPlex dx360 M4 2U Chassis
Oct 2, 2013 | HTML | Text",2,IBM Corporation,Intel Xeon E5-2660 v2,2200,4,40,80,48,NC,NC,NC,NC
IBM Corporation,"IBM NeXtScale nx360 M4 (Intel Xeon E5-2660 v2)
IBM NeXtScale n1200 Enclosure
May 14, 2014 | HTML | Text",12,IBM Corporation,Intel Xeon E5-2660 v2,2200,24,240,480,288,NC,NC,NC,NC
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"IBM Corporation
Intel Corp.","IBM System x3200 M2
Feb 17, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon Processor E3110,3000,1,2,2,4,"118,486",117,75.2,605
Inspur Corporation,"NF5280M4
Nov 12, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz (Intel Turbo Boost Technology up to 3.60 GHz),2300,2,36,72,64,NC,NC,NC,NC
Inspur Corporation,"NF5280 M4
Aug 30, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,128,"3,561,599",245,45.7,"12,296"
Inspur Corporation,"Inspur NF5280M5
May 23, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"5,821,446",454,49.4,"13,064"
Inspur Corporation,"Inspur Yingxin NF8480M5
Aug 1, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,4,112,224,384,"9,920,959",726,158,"12,198"
Inspur Corporation,"Inspur NF5180M5
Aug 1, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,2,56,112,192,"5,802,662",458,51.3,"12,167"
Inspur Corporation,"Inspur NF5280M5
Aug 15, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,727,527",432,49.5,"13,481"
Inspur Corporation,"Inspur NF5280M5
Oct 9, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,2,56,112,192,"4,864,136",347,48.3,"12,385"
Inspur Corporation,"Inspur NF5280M5
Jun 3, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,"5,853,828",410,48.6,"14,365"
Inspur Corporation,"Inspur NF5180M5
Jul 2, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,"5,814,232",414,48.2,"14,223"
Inspur Corporation,"Inspur Yingxin NF8480M5
Oct 7, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,384,"11,896,061",919,102,"13,013"
Inspur Corporation,"Inspur NF8480M6
Jan 28, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,4,112,224,384,"11,556,864","1,008",104,"11,344"
Inspur Corporation,"Inspur NF5180M6
Jul 29, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8352Y Processor,2200,2,64,128,512,"6,652,024",680,156,"9,100"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Inspur Corporation,"Inspur NF5180M6
Jul 29, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6336Y Processor,2400,2,48,96,256,"5,414,537",650,176,"7,915"
Inspur Corporation,"Inspur NF5280M5
Aug 19, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Silver 4214,2200,2,24,48,384,"1,968,840",289,112,"5,116"
Inspur Corporation,"Inspur NF5280M5
Aug 19, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6238R,2200,1,28,56,384,"2,249,194",277,92.5,"6,316"
Inspur Corporation,"Inspur NF5280M5
Aug 19, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6252,2100,1,24,48,384,"1,908,801",262,93.6,"5,694"
Inspur Corporation,"Inspur NF5180M6
Aug 19, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"8,080,710",625,129,"12,271"
Inspur Corporation,"Inspur NF5280M5
Aug 19, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 5218,2300,2,32,64,384,"2,581,837",367,114,"5,696"
"Inspur(Beijing) Electronic Information Industry Co., Ltd","NF290D2 (2.5 GHz, Intel Xeon Processor L5420)
Mar 26, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"262,599",178,101,910
"Intel Corp.
Parts Built
Intel Corp.","Intel Platform SE7520AF2 Server Board (3.6 GHz/1M L2 Intel Xeon processor)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor 3.6 GHz,3600,2,2,4,4,"40,852",336,159,87.4
"LSDtech
Telecommunications Technology Association","L224S-D/F/V-1
Sep 23, 2020 | HTML | Text",1,Oracle Corporation,Intel(R) Xeon(R) Gold 6136 CPU @ 3.00GHz,3000,2,24,48,196,"2,297,344",432,131,"4,130"
Lenovo Global Technology,"ThinkSystem SR650 (Intel Xeon Platinum 8176 CPU 2.10 GHz)
Jul 11, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,2,56,112,192,"5,025,064",357,57.7,"12,336"
Lenovo Global Technology,"ThinkSystem SD530
ThinkSystem SD530
Jul 19, 2017 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"19,563,206","1,434",256,"11,472"
Lenovo Global Technology,"ThinkSystem SR850
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,4,112,224,384,"10,052,756",688,95.8,"13,010"
Lenovo Global Technology,"ThinkSystem SR650
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,1,28,56,96,"2,532,117",183,45.6,"11,406"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Lenovo Global Technology,"ThinkSystem SN550
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)
Oct 25, 2017 | HTML | Text",14,Oracle Corporation,Intel Xeon Platinum 8176,2100,28,784,1568,2688,"69,444,875","5,288","1,446","10,738"
Lenovo Global Technology,"ThinkSystem SD530
ThinkSystem D2 Enclosure
Sep 12, 2018 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"19,865,096","1,474",241,"11,756"
Lenovo Global Technology,"ThinkSystem SN850
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)
Sep 27, 2018 | HTML | Text",7,Oracle Corporation,Intel Xeon Platinum 8176,2100,28,784,1568,2688,"70,603,716","5,366",820,"11,538"
Lenovo Global Technology,"ThinkSystem SR950
Sep 27, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"20,352,398","1,479",182,"12,377"
Lenovo Global Technology,"ThinkSystem SR150
Jan 17, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,32,"836,281",87.2,16.8,"10,273"
Lenovo Global Technology,"ThinkSystem SR650
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"4,972,543",352,67.7,"12,091"
Lenovo Global Technology,"ThinkSystem SR630
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"4,962,317",355,72.3,"11,870"
Lenovo Global Technology,"ThinkSystem SR950
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,8,224,448,768,"19,972,927","1,329",281,"12,886"
Lenovo Global Technology,"ThinkSystem SR650 (Intel Xeon Platinum 8280 CPU 2.70 GHz)
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 CPU 2.70 GHz,2700,1,28,56,96,"2,626,299",177,50,"11,631"
Lenovo Global Technology,"ThinkSystem SR850
Jun 5, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L CPU 2.20 GHz,2200,4,112,224,384,"10,349,524",711,119,"13,154"
Lenovo Global Technology,"ThinkSystem SD530
ThinkSystem SD530
Jul 17, 2019 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8276L,2200,8,224,448,768,"19,698,461","1,324",315,"12,377"
Lenovo Global Technology,"ThinkSystem SR850
Jul 17, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,4,112,224,384,"10,221,111",672,121,"13,357"
Lenovo Global Technology,"Think System SR635
Aug 7, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,370,222",255,74.6,"18,555"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Lenovo Global Technology,"Think System SR655
Aug 7, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,417,037",243,76.8,"19,149"
Lenovo Global Technology,"ThinkSystem SN850
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)
Aug 21, 2019 | HTML | Text",7,Oracle Corporation,Intel Xeon Platinum 8276L,2200,28,784,"1,568","2,688","71,032,994","4,985","1,052","12,295"
Lenovo Global Technology,"Think System SR655
Sep 19, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,647,681",240,66.1,"20,176"
Lenovo Global Technology,"Think System SR635
Sep 19, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,668,200",254,63.2,"19,422"
Lenovo Global Technology,"Think System SR665
May 11, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,150,181",395,82.3,"23,191"
Lenovo Global Technology,"Think System SR665
May 11, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"11,986,479",394,92.4,"22,879"
Lenovo Global Technology,"Think System SR645
May 11, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,003,050",403,99.5,"22,467"
Lenovo Global Technology,"Think System SR645
May 11, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,181,243",404,82.5,"22,877"
Lenovo Global Technology,"Think System SR665
Jun 10, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,166,530",391,82.8,"23,428"
Lenovo Global Technology,"Think System SR665
Jun 10, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"11,944,946",392,93.9,"22,903"
Lenovo Global Technology,"Think System SR645
Jun 10, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"11,962,483",398,94,"22,642"
Lenovo Global Technology,"Think System SR645
Jun 10, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,184,530",400,84,"23,082"
Lenovo Global Technology,"Think System SR655
Aug 6, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,1,64,128,128,"6,617,761",224,63.8,"21,603"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Lenovo Global Technology,"Think System SR655
Aug 6, 2020 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,1,64,128,128,"6,446,460",221,64.6,"21,074"
Lenovo Global Technology,"ThinkSystem SR860V2
Dec 16, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8376HL,2600,4,112,224,384,"9,383,160",721,138,"11,300"
Lenovo Global Technology,"ThinkSystem SR645
Mar 24, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,386,273",460,75.6,"23,332"
Lenovo Global Technology,"ThinkSystem SR645
Mar 24, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,283,667",459,104,"22,963"
Lenovo Global Technology,"ThinkSystem SR665
Apr 8, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,412,812",454,79.3,"23,505"
Lenovo Global Technology,"ThinkSystem SR665
May 6, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,301,551",455,108,"23,120"
Lenovo Global Technology,"ThinkSystem SR645
May 6, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,303,077",461,102,"23,036"
Lenovo Global Technology,"ThinkSystem SR655
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,"6,114,552",228,53,"21,653"
Lenovo Global Technology,"ThinkSystem SR655
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,"6,176,005",228,52.5,"21,843"
Lenovo Global Technology,"ThinkSystem SR635
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,"6,152,117",240,54,"21,133"
NEC Corporation,"ECO CENTER
Jul 31, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"288,502",175,102,"1,010"
NEC Corporation,"Express5800/i120Ra-e1(Intel Xeon L5410)
Aug 13, 2008 | HTML | Text",1,"BEA System, Inc.",Intel Xeon L5410,2333,2,8,8,8,"265,325",186,106,876
NEC Corporation,"Express5800/iR120a-1E
Dec 30, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5520,2267,2,8,16,8,"454,560",176,64.1,"1,810"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
NEC Corporation,"Express5800/GT110b-S (Water Cooling)
May 13, 2010 | HTML | Text",1,Oracle Corporation,Intel Core i3-540,3067,1,2,4,4,"129,402",60.9,25.8,"1,468"
NEC Corporation,"Express5800/GT110b
May 13, 2010 | HTML | Text",1,Oracle Corporation,Intel Xeon X3430,2400,1,4,4,4,"217,709",100,32.6,"1,730"
NEC Corporation,"Express5800/GT110b-S
May 13, 2010 | HTML | Text",1,Oracle Corporation,Intel Core i3-540,3067,1,2,4,4,"130,559",60.9,24.8,"1,499"
NEC Corporation,"Express5800/A1080a-D
Express5800/A1080a-D
Jul 28, 2010 | HTML | Text",2,Oracle Corporation,Intel Xeon X7560,2266,8,64,128,128,"3,385,385","2,003","1,178","1,069"
NEC Corporation,"Express5800/B120b
SIGMABLADE-H v2
Aug 11, 2010 | HTML | Text",3,Oracle Corporation,Intel Xeon L5640,2266,6,36,72,48,"1,923,494",902,360,"1,555"
NEC Corporation,"Express5800/R120b-2
Aug 25, 2010 | HTML | Text",1,Oracle Corporation,Intel Xeon X5670,2933,2,12,24,16,"806,218",249,74.5,"2,404"
NEC Corporation,"Express5800/R120b-1
Sep 9, 2010 | HTML | Text",1,Oracle Corporation,Intel Xeon X5670,2933,2,12,24,16,"808,778",257,79,"2,340"
NEC Corporation,"Express5800/E120b-1
Sep 22, 2010 | HTML | Text",1,Oracle Corporation,Intel Xeon L5630,2133,2,8,16,16,"452,043",138,60.7,"2,118"
NEC Corporation,"Express5800/R140b-4
Jan 4, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X7560,2266,4,32,64,128,"1,862,600",913,498,"1,314"
NEC Corporation,"Express5800/A1080a-S
Jan 26, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X7560,2266,4,32,64,128,"1,895,462",938,553,"1,268"
NEC Corporation,"Express5800/A1080a-E
Jan 26, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X7560,2266,8,64,128,128,"3,646,995","1,749",993,"1,335"
NEC Corporation,"Express5800/R120b-2
Feb 24, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"908,306",246,80.4,"2,709"
NEC Corporation,"Express5800/R120b-1
Feb 24, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"909,263",255,84.3,"2,648"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
NEC Corporation,"Express5800/R110c-1
Jun 29, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X3470,2933,1,4,8,8,"317,528",118,46.5,"2,009"
NEC Corporation,"Express5800/R120b-2
Dec 14, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"932,116",250,80.1,"2,772"
NEC Corporation,"Express5800/R120b-1
Dec 14, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"932,485",259,82.9,"2,707"
NEC Corporation,"Express5800/T120b-E
Dec 14, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon X5650,2666,2,12,24,24,"865,618",258,80.1,"2,488"
