processor
Xeon Bronze 3204
Xeon Bronze 3206R
Xeon Silver 4208
Xeon Silver 4209T
Xeon Silver 4210
Xeon Silver 4210R
Xeon Silver 4210T
Xeon Silver 4214
Xeon Silver 4214R
Xeon Silver 4214Y
Xeon Silver 4215
Xeon Silver 4215R
Xeon Silver 4216
Xeon Gold 5215
Xeon Gold 5215L
Xeon Gold 5215M
Xeon Gold 5217
Xeon Gold 5218
Xeon Gold 5218B
Xeon Gold 5218N
Xeon Gold 5218T
Xeon Gold 5219Y
Xeon Gold 5220
Xeon Gold 5220R
Xeon Gold 5220S
Xeon Gold 5220T
Xeon Gold 5222
Xeon Gold 6208U
Xeon Gold 6209U
Xeon Gold 6210U
Xeon Gold 6212U
Xeon Gold 6222V
Xeon Gold 6222
Xeon Gold 6226
Xeon Gold 6226R
Xeon Gold 6230
Xeon Gold 6230N
Xeon Gold 6230R
Xeon Gold 6230T
Xeon Gold 6233
Xeon Gold 6234
Xeon Gold 6238
Xeon Gold 6238L
Xeon Gold 6238M
Xeon Gold 6238R
Xeon Gold 6238T
Xeon Gold 6240
Xeon Gold 6240L
Xeon Gold 6240M
Xeon Gold 6240R
Xeon Gold 6240Y
Xeon Gold 6242
Xeon Gold 6242R
Xeon Gold 6244
Xeon Gold 6246
Xeon Gold 6246R
Xeon Gold 6248
Xeon Gold 6248R
Xeon Gold 6250
Xeon Gold 6252
Xeon Gold 6252N
Xeon Gold 6254
Xeon Gold 6258R
Xeon Gold 6262
Xeon Gold 6262V
Xeon Gold 6269Y
Xeon Gold 6268CL
Xeon Gold 6278C
Xeon Platinum 8253
Xeon Platinum 8256
Xeon Platinum 8259L
Xeon Platinum 8259CL
Xeon Platinum 8260
Xeon Platinum 8260L
Xeon Platinum 8260M
Xeon Platinum 8260Y
Xeon Platinum 8268
Xeon Platinum 8270
Xeon Platinum 8274
Xeon Platinum 8275CL
Xeon Platinum 8276
Xeon Platinum 8276L
Xeon Platinum 8276M
Xeon Platinum 8280
Xeon Platinum 8280L
Xeon Platinum 8280M
Xeon Platinum 8284
Xeon Platinum 9221
Xeon Platinum 9222
Xeon Platinum 9242
Xeon Platinum 9282
Xeon W-2223
Xeon W-2225
Xeon W-2235
Xeon W-2245
Xeon W-2255
Xeon W-2265
Xeon W-2275
Xeon W-2295
Xeon W-3223
Xeon W-3225
Xeon W-3235
Xeon W-3245
Xeon W-3245M
Xeon W-3265
Xeon W-3265M
Xeon W-3275
Xeon W-3275M
